t,vx_raw,wz_raw,vx_cmd,wz_cmd,traversability,stability,obstacle_risk,estop
1775601284.4988277,0.36817842721939087,-0.023914065212011337,0.066,-0.005261094346642494,0.22000000000000003,0.7579387238415478,0.4706305471733212,0
1775601285.128919,0.371924489736557,-0.02384253218770027,0.11748,-0.009349010671675206,0.3916,0.8035062318244651,0.3697145053358376,0
1775601285.7713869,0.37168747186660767,-0.02492070198059082,0.1576344,-0.012774782759636642,0.525448,0.840417459033795,0.29111859137981827,0
1775601286.4440153,0.37369227409362793,-0.02937699295580387,0.18895483200000002,-0.016427269002793433,0.6298494400000001,0.868662735939562,0.23030397050139667,0
1775601287.0773191,0.3397190570831299,-0.013789941556751728,0.21338476896000003,-0.01281326982217888,0.7112825632000002,0.8946216557289676,0.17963709699108935,0
1775601287.7101166,0.33929648995399475,-0.02193428762257099,0.23244011978880003,-0.014819893738265144,0.7748003992960001,0.9160863977973114,0.14252970729153253,0
1775601288.3815494,0.3401086926460266,-0.010984295047819614,0.24730329343526403,-0.011559517115846813,0.8243443114508802,0.9307605732317816,0.11117317168739531,0
1775601289.0843174,0.3220385015010834,-0.009918213821947575,0.25889656887950596,-0.009016423350360514,0.8629885629316866,0.9455698654820718,0.08671507391616831,0
1775601289.704013,0.3440890610218048,-0.009498277679085732,0.2679393237260147,-0.007032810213281201,0.8931310790867157,0.9572844978610846,0.06763775765461115,0
1775601290.3346484,0.2779669165611267,-0.011382889933884144,0.27014539414973937,-0.005485591966359337,0.9004846471657979,0.9854454424735021,0.062452007683700926,0
1775601290.9569085,0.2813138961791992,-0.0030495026148855686,0.27260246459622056,-0.004278761733760283,0.9086748819874019,0.9857215941564174,0.056934451674439016,0
1775601291.5788538,0.2735893726348877,-0.005129300989210606,0.2728195843647273,-0.003337434152333021,0.9093986145490911,0.9955899018552912,0.05602954834671185,0
1775601292.1913776,0.3006715178489685,-0.011687550693750381,0.2787992758044873,-0.0026031986388197564,0.9293309193482912,0.9736641635257784,0.04370304771043519,0
1775601292.8073895,0.2976735532283783,-0.013454608619213104,0.2829516168377434,-0.00203049493827941,0.9431720561258113,0.9814050408004255,0.0351120137936529,0
1775601293.418633,0.2920052409172058,-0.019671756774187088,0.2849434141352251,-0.00158378605185794,0.9498113804507504,0.990393935861866,0.030905064755478717,0
1775601294.0608845,0.2808251678943634,-0.01966359093785286,0.28403739996223554,-0.0012353531204491932,0.9467913332074518,0.9950735757151614,0.03254287663575352,0
1775601294.6768646,0.30881407856941223,-0.023450443521142006,0.28754917197054375,-0.006122673008601612,0.9584972399018126,0.9734750688441056,0.027962992563213263,0
1775601295.304044,0.3146909773349762,-0.03499152138829231,0.29028835413702414,-0.012473819652133566,0.9676278471234139,0.9705465313439505,0.025660201552018456,0
1775601295.9393532,0.32552337646484375,-0.04041104391217232,0.29242491622687883,-0.018620008989342095,0.9747497207562628,0.97030130546421,0.02446017204091339,0
1775601296.5468178,0.33773866295814514,-0.0451778843998909,0.2940914346569655,-0.024462741579662835,0.9803047821898851,0.9698800162813506,0.024048501475900326,0
1775601297.1611836,0.3449866473674774,-0.06518949568271637,0.2953913190324331,-0.03342262748233461,0.9846377301081104,0.9609521885212813,0.02592867567630107,0
1775601297.7747242,0.3379070460796356,-0.06673818826675415,0.29640522884529785,-0.040752050854906914,0.9880174294843262,0.9616636636594589,0.027565567736857706,0
1775601298.3809538,0.3128211498260498,-0.05541268736124039,0.29719607849933233,-0.043977390886300274,0.9906535949977745,0.9688913743762098,0.02759653844448544,0
1775601298.9987175,0.2909693121910095,-0.039954982697963715,0.29582618991150134,-0.04309246108486623,0.9860872997050045,0.9716149990523142,0.029893850719430397,0
1775601299.6236193,0.31276026368141174,-0.04570930451154709,0.296744428130971,-0.043668166638736024,0.9891480937699034,0.9736937524613721,0.028345227057425957,0
1775601300.2730784,0.320132315158844,-0.03884468600153923,0.29746065394215737,-0.04260700089855273,0.9915355131405246,0.9740518573013515,0.02638219256496162,0
1775601300.8971024,0.27537408471107483,-0.03237282484769821,0.29260160871131924,-0.04035548216736474,0.9753386957043975,0.956842039191009,0.034974523661043894,0
1775601301.5933478,0.27620989084243774,-0.04224278777837753,0.2889954307801653,-0.04077068940178755,0.9633181026005511,0.9649871720978507,0.04239448314056314,0
1775601302.2287765,0.31181472539901733,-0.046222977340221405,0.29141643600852896,-0.041970192748243,0.9713881200284299,0.9674726492561408,0.038152224357063565,0
1775601302.8765821,0.3116694986820221,-0.03889116644859314,0.2933048200866526,-0.04129280696232003,0.9776827336221754,0.9708777581402054,0.03403676330785478,0
1775601303.5016382,0.29758569598197937,-0.03773517906665802,0.2942466127836245,-0.0405101288252744,0.9808220426120817,0.9747369965755179,0.03176183884538816,0
1775601304.1337688,0.29399871826171875,-0.0343330092728138,0.29419207598880526,-0.03915116252373307,0.9806402532960176,0.9777398356593943,0.031191429284255997,0
1775601304.7772424,0.3013056814670563,-0.017085200175642967,0.29546981927126814,-0.030537906768511792,0.9848993975708938,0.9630919026655888,0.02432931484171959,0
1775601305.3780818,0.2888888716697693,-0.00905017089098692,0.2940220107989384,-0.023819567279439197,0.9800733693297947,0.9693420888661791,0.023865762041842768,0
1775601305.993799,0.2809988856315613,-0.018178779631853104,0.29115692326211545,-0.018579262477962575,0.9705230775403849,0.9692520465171951,0.026975784714750338,0
1775601306.6126184,0.29444852471351624,-0.01547143142670393,0.2918810755814236,-0.014491824732810809,0.9729369186047454,0.9818493467282405,0.02348376120355816,0
1775601307.2556093,0.29497677087783813,-0.007534787058830261,0.2925621285466348,-0.011303623291592431,0.9752070951554495,0.9853558575156861,0.020527554552526542,0
1775601307.900301,0.3148033618927002,-0.013676971197128296,0.2941984602663752,-0.008816826167442096,0.9806615342212507,0.9841988350418049,0.016011492550970636,0
1775601308.5189946,0.3644624352455139,-0.015281833708286285,0.2954747990077726,-0.006877124410604836,0.9849159966925755,0.9876535301869739,0.012488964189757144,0
1775601309.135428,0.35445231199264526,-0.023280689492821693,0.2964703432260627,-0.010485908728692546,0.988234477420209,0.9836917434369804,0.012302267912220884,0
1775601309.7517726,0.36607852578163147,-0.011119219474494457,0.2972468677163289,-0.008179008808380185,0.9908228923877631,0.988260055099072,0.009595768971532227,0
1775601310.3813834,0.3360303044319153,-0.007264085114002228,0.29785255681873657,-0.006379626870536545,0.9928418560624552,0.9908309606517212,0.007484699797795134,0
1775601311.0325208,0.3202449381351471,-0.009879243560135365,0.29832499431861453,-0.004976108959018505,0.9944166477287152,0.9928409089580134,0.005838065842280141,0
1775601311.6543438,0.3243480324745178,-0.02181718870997429,0.2986934955685193,-0.008681146504228777,0.9956449852283977,0.9868624081771388,0.0069535821150757526,0
1775601312.3185425,0.32650166749954224,-0.012738429009914398,0.2989809265434451,-0.006771294273298447,0.9966030884781504,0.9916797311402576,0.005423794049758996,0
1775601312.9915113,0.35162773728370667,-0.02532958984375,0.2992051227038872,-0.010854119298797787,0.9973504090129575,0.9856149732116566,0.007016814241624416,0
1775601313.61076,0.3633131980895996,-0.035410840064287186,0.29937999570903207,-0.016256597867205458,0.997933319030107,0.9805587192504623,0.009368307515538554,0
1775601314.236378,0.3027164936065674,-0.02482377365231514,0.299516396653045,-0.018141376539929588,0.9983879888434835,0.9867033426764368,0.010037894963874722,0
1775601314.8486774,0.34424224495887756,-0.01838890090584755,0.29962278938937514,-0.01415027370114508,0.9987426312979172,0.9846363306227952,0.007829558071822229,0
1775601315.523954,0.3355852961540222,-0.0074065388180315495,0.2997057757237126,-0.011037213486893162,0.9990192524123753,0.9879959578285382,0.006107055296021386,0
1775601316.1592417,0.3653087019920349,0.012583548203110695,0.2997705050644959,-0.008609026519776667,0.999235016881653,0.9906244228216625,0.004763503130896564,0
1775601316.8273566,0.31653422117233276,-0.0009206525865010917,0.2998209939503068,-0.0067150406854258006,0.9994033131676894,0.9926794789507384,0.003715532442099274,0
1775601317.5064228,0.3130648732185364,0.0009875551331788301,0.2998603752812393,-0.005237731734632125,0.9995345842707978,0.9942853818128852,0.0028981153048373964,0
1775601318.1820035,0.35656481981277466,0.004788250662386417,0.29989109271936665,-0.004085430753013057,0.9996369757312222,0.995539789323049,0.0022605299377731892,0
1775601318.8847542,0.39230185747146606,-0.0036875829100608826,0.299915052321106,-0.003186635987350185,0.9997168410703533,0.9965193257078337,0.0017632133514631112,0
1775601319.5518105,0.3502592444419861,-0.002014607423916459,0.29993374081046265,-0.0024855760701331443,0.9997791360348756,0.9972840331028869,0.0013753064141412365,0
1775601320.2129943,0.3601827025413513,-0.005942464806139469,0.2999483178321609,-0.0019387493347038526,0.999827726107203,0.9978809122185036,0.0010727390030300951,0
1775601320.9153707,0.33579596877098083,0.00011810474097728729,0.29995968790908556,-0.001512224481069005,0.9998656263636185,0.9983467259102817,0.0008367364223633837,0
1775601321.5767038,0.27645784616470337,-0.005575290881097317,0.29478928272532146,-0.001179535095233824,0.9826309424177382,0.9783020940185736,0.011011202096974001,0
1775601322.2198856,0.3318321704864502,0.0011694669956341386,0.2959356405257507,-0.0009200373742823828,0.9864521350858357,0.9944510075196921,0.00858873763563975,0
1775601322.8344638,0.3679456412792206,-0.0002654969575814903,0.2968297996100856,-0.0007176291519402587,0.9894326653669521,0.9956691379902134,0.006699215355798887,0
1775601323.4500403,0.3642280101776123,0.0008440006640739739,0.2975272436958668,-0.0005597507385134018,0.9917574789862227,0.9966203154950335,0.00522538797752309,0
1775601324.093832,0.35689064860343933,-0.0068480027839541435,0.29807125008277613,-0.0004366055760404534,0.9935708336092538,0.9973628647060964,0.004075802622467946,0
1775601324.7343915,0.33792856335639954,-0.0010929154232144356,0.29849557506456537,-0.0003405523493115537,0.9949852502152179,0.9979424371352974,0.0031791260455250447,0
1775601325.360398,0.3065585196018219,0.0027478088159114122,0.298826548550361,-0.00026563083246301187,0.99608849516787,0.9983947374213741,0.0024797183155094975,0
1775601325.9914563,0.3161831498146057,-0.01481274701654911,0.2990847078692816,-0.00020719204932114927,0.9969490262309387,0.9987476739489408,0.0019341802860973374,0
1775601326.6099312,0.338073194026947,-0.014256181195378304,0.29928607213803965,-0.00016160979847049643,0.9976202404601322,0.9990230510496945,0.0015086606231559272,0
1775601327.2307565,0.29694056510925293,-0.01653214544057846,0.2987700605917066,-0.00012605564280698722,0.9959002019723553,0.9978042319153898,0.0025229066379903182,0
1775601327.8541954,0.25805091857910156,-0.02021089382469654,0.2898118493489335,-0.004544720042822689,0.9660394978297784,0.9541422269501033,0.022648661323544317,0
1775601328.4664867,0.28905412554740906,-0.01870792545378208,0.2896451501125981,-0.003544881633401698,0.9654838337086604,0.9955709228392385,0.022482140591504596,0
1775601329.150966,0.2893996834754944,-0.007056479342281818,0.2895911474524353,-0.0027650076740533243,0.965303824841451,0.9968467196680385,0.022200208932156032,0
1775601329.7588782,0.25278955698013306,-0.010094337165355682,0.2814947975485288,-0.002156705985761593,0.9383159918284294,0.9659141155839552,0.03808875789582316,0
1775601330.3712673,0.2663669288158417,-0.007839864119887352,0.2781666664273376,-0.0016822306688940426,0.9272222214244588,0.9850108817068517,0.04450778247977177,0
1775601330.9750493,0.23836898803710938,-0.005215097684413195,0.26941117718148744,-0.0013121399217373533,0.8980372572716249,0.9642369571174059,0.06183371559789375,0
1775601331.5918958,0.24884362518787384,-0.005769968964159489,0.26488631574289245,-0.0010234691389551355,0.8829543858096416,0.9809944058902825,0.0707391030836926,0
1775601332.2340093,0.28224873542785645,0.003693582955747843,0.26870604807358456,-0.0007983059283850057,0.8956868269119486,0.9840009576507,0.06298705681702337,0
1775601332.8564987,0.26084163784980774,7.371306128334254e-05,0.26697587782435367,-0.0006226786241403045,0.8899195927478456,0.9924454055686263,0.0663595836633628,0
1775601333.496594,0.2732953727245331,0.004357128869742155,0.26836616670239316,-0.00048568932682943757,0.8945538890079773,0.9939404547776255,0.06351051125862835,0
1775601334.236803,0.25301843881607056,-0.003993516322225332,0.2649896665674022,-0.0003788376749269613,0.8832988885580073,0.9861871622357868,0.07021008570265909,0
1775601334.8474324,0.26656022667884827,-0.0017188420752063394,0.26533518979192033,-0.00029549338644302984,0.8844506326397344,0.9983049101221692,0.06947736710938084,0
1775601335.4567616,0.25412148237228394,-0.006738715805113316,0.26286817415960034,-0.00023048484142556327,0.8762272471986678,0.9899376456390914,0.07437889410151208,0
1775601336.1328087,0.24894745647907257,-0.006876972503960133,0.25980561626988424,-0.00017977817631193934,0.8660187208996142,0.9876355419279744,0.08047865654838746,0
1775601336.7501085,0.26074013113975525,-0.0016320764552801847,0.2600112095412559,-0.0001402269775233127,0.8667040318041863,0.9990288828679158,0.08004769440624986,0
1775601337.4011543,0.32106050848960876,0.003356803208589554,0.26880874344217964,-0.00010937704246818391,0.8960291448072655,0.9653094803857836,0.06243720163687481,0
1775601338.050623,0.3170053958892822,0.00457765581086278,0.27567081988490016,-8.531409312518346e-05,0.9189027329496673,0.9728366548743883,0.04870101727676222,0
1775601338.7392843,0.2957528233528137,0.0009875375544652343,0.28008886064784116,-6.65449926376431e-05,0.9336295354928039,0.9824135059710524,0.03985555120063647,0
1775601339.4072807,0.3055947721004486,0.00043650102452374995,0.2844693113053161,-5.190509425736162e-05,0.9482310376843871,0.9825765399914995,0.03108732993649642,0
1775601340.0380998,0.28846609592437744,-0.002573333214968443,0.2853486039215096,-4.0485973520742064e-05,0.9511620130716988,0.9964460784884763,0.0293230351437411,0
1775601340.680324,0.32662463188171387,-0.0019722161814570427,0.28857191105877755,-3.157905934617881e-05,0.9619063701959252,0.9871563607262612,0.022871967412117982,0
1775601341.2926996,0.29179954528808594,-0.0038249604403972626,0.28928199058922544,-2.4631666290019474e-05,0.9642733019640848,0.9971375758295695,0.02144833465469414,0
1775601341.9412298,0.24321265518665314,-0.0003526858927216381,0.27914673680065955,-1.921269970621519e-05,0.9304891226688652,0.9602501462641759,0.041716132748533995,0
1775601342.5544188,0.23970797657966614,-0.003798075020313263,0.270470209552041,-1.498590577084785e-05,0.90156736517347,0.9658738382396409,0.0590670738488034,0
1775601343.1859453,0.23472419381141663,0.004564852453768253,0.26260608608910363,-1.1689006501261324e-05,0.8753536202970121,0.969021061383642,0.07479367232504334,0
1775601343.8697875,0.2545349597930908,0.0027238642796874046,0.26083043830398084,-9.117425070983833e-06,0.8694347943466029,0.9929129394843349,0.07834368210457376,0
1775601344.5148897,0.21021194756031036,0.01152864657342434,0.24969437034037334,-7.11159155536739e-06,0.8323145678012445,0.9564260183367096,0.100614815115031,0
1775601345.2378209,0.22804656624794006,0.015012135729193687,0.24493185344003804,-5.547041413186565e-06,0.8164395114667935,0.9811244469525784,0.11013906664063049,0
1775601345.846393,0.2647767663002014,0.01577235758304596,0.24929773426927399,-4.32669230228552e-06,0.8309924475642466,0.9826835558838581,0.10140669480760317,0
1775601346.459219,0.2806626558303833,0.010997239500284195,0.25619801701271805,-3.374819995782706e-06,0.8539933900423935,0.9727728063804809,0.08760565338456179,0
1775601347.0994475,0.29251039028167725,0.013551396317780018,0.26418673913188906,-2.6323595967105107e-06,0.8806224637729636,0.9685475608690007,0.07162783791602019,0
1775601347.7349904,0.30789655447006226,0.013883736915886402,0.2720656565228735,-2.0532404854341983e-06,0.9068855217429117,0.9689736558343451,0.055869713574495695,0
1775601348.4046748,0.28718146681785583,0.01856536604464054,0.27539113478776966,-1.6015275786386746e-06,0.9179704492925655,0.9867844847422945,0.04921853118824999,0
1775601349.0676355,0.28796830773353577,0.015589766204357147,0.2781581128358382,-1.2491915113381663e-06,0.927193709452794,0.9889917971683863,0.04368439892407927,0
1775601349.7271597,0.29988378286361694,0.015643687918782234,0.2829377602419495,-9.743693788437698e-07,0.9431258674731651,0.98106199425585,0.034124966700790384,0
1775601350.436091,0.3304942548274994,0.014527988620102406,0.2866914529887206,-7.600081154981404e-07,0.9556381766290688,0.985096591960668,0.026617474026616465,0
1775601351.0921018,0.28931722044944763,0.023924048990011215,0.2872691218300806,0.005262697971472379,0.957563739433602,0.9846500892029726,0.028093105325575015,0
1775601351.7152157,0.2985984683036804,0.020001772791147232,0.28976157805427255,0.008505294431800847,0.9658719268475752,0.9795052663588074,0.024729491107355322,0
1775601352.3313644,0.30119550228118896,0.019996564835309982,0.2920140308823326,0.006634129656804661,0.9733801029411087,0.984059215201077,0.019289003063737133,0
1775601352.9463017,0.316751092672348,0.012518699280917645,0.2937709440882194,0.005174621132307636,0.9792364802940647,0.9875442427371319,0.015045422389714975,0
1775601353.5564504,0.28908711671829224,0.0016434406861662865,0.29274050206683544,0.0040362044831999564,0.9758016735561181,0.9916186176588806,0.016537098107929096,0
1775601354.1681795,0.22495658695697784,0.016238955780863762,0.27782804074266676,0.003148239496895966,0.9260934691422226,0.938943572261555,0.04591803826311444,0
1775601354.7777936,0.24355897307395935,0.015127236023545265,0.27028884585555113,0.0024556268075788534,0.9009628195185038,0.9677612948634153,0.060650121692687166,0
1775601355.4003496,0.26336535811424255,-0.015079145319759846,0.26876567855246325,0.0019153889099115058,0.8958855951748775,0.9919021264053092,0.06342633735002923,0
1775601356.0222182,0.26913517713546753,-0.005555982701480389,0.2688469682407242,0.0014940033497309745,0.896156560802414,0.9980869007633766,0.06305306519341708,0
1775601356.6243052,0.27786633372306824,-0.002793783787637949,0.2708312286468399,0.00116532261279016,0.902770762156133,0.990864916332678,0.05892020401271524,0
1775601357.2382982,0.26309734582901,-0.0032667715568095446,0.2691297744269173,0.0009089516379763249,0.8970992480897244,0.9922570972628407,0.06219492696515352,0
1775601357.880214,0.27066001296043396,-0.006180821917951107,0.269466426904291,0.0007089822776215334,0.8982214230143034,0.9979011658700582,0.06142163733022872,0
1775601358.5325758,0.3049977421760559,-0.006326464004814625,0.276183812985347,0.0005530061765447961,0.9206127099511567,0.9729155445231219,0.04790887711757836,0
1775601359.1464717,0.2535717189311981,-0.0010525963734835386,0.27120915229343423,0.000431344817704941,0.9040305076447808,0.979848179795969,0.05779736782198401,0
1775601359.7620218,0.25759124755859375,-0.011137953028082848,0.26821321325176933,0.000336448957809854,0.8940440441725644,0.9877340749564251,0.06374179797536625,0
1775601360.441921,0.26244381070137024,-0.01563137024641037,0.26694394469068156,0.00026243018709168613,0.8898131489689386,0.9946579926613643,0.06624332571218268,0
1775601361.0496302,0.27004504203796387,-0.01269492506980896,0.26762618610708366,0.00020469554593151518,0.8920872870236123,0.9970575547817023,0.06484997555879839,0
1775601361.6811097,0.2722982168197632,-0.012434523552656174,0.2686540328638732,0.00015966252582658185,0.8955134428795773,0.9957278673025715,0.06277176553516688,0
1775601362.3184412,0.2753515839576721,-0.014976968988776207,0.270127494104509,0.00012453677014473384,0.9004249803483633,0.9939917572559609,0.059807280176054405,0
1775601363.044756,0.26040634512901306,-0.010884726420044899,0.26798884132989986,9.713868071289239e-05,0.8932961377663329,0.9913793957278284,0.06407088668055672,0
1775601363.682286,0.2580225467681885,-0.008826452307403088,0.2657962565263233,7.576817095605607e-05,0.8859875217544111,0.9911880901571973,0.06844537103283137,0
1775601364.288638,0.2740941643714905,-0.013524499721825123,0.2676217962522601,5.909917334572374e-05,0.8920726541742005,0.9926620090068273,0.0647859570821526,0
1775601364.9320326,0.27645450830459595,-0.012434969656169415,0.269564992903774,4.609735520966452e-05,0.8985499763459134,0.9922086720596308,0.0608930628700568,0
1775601365.5949748,0.26539209485054016,-0.01222857553511858,0.26864695533206256,3.595593706353833e-05,0.8954898511068753,0.9962964639778249,0.06272406730440659,0
1775601366.2123017,0.24718110263347626,-0.009814473800361156,0.2639244677383736,2.8045630909559896e-05,0.8797482257945787,0.9812580620645632,0.07216508733870756,0
1775601366.8281827,0.2682662010192871,-0.007501919753849506,0.2648796490601746,2.187559210945672e-05,0.8829321635339153,0.9961633755616527,0.07025163967570551,0
1775601367.4457057,0.2892580032348633,-0.007136124186217785,0.2702428869786061,1.706296184537624e-05,0.9008096232620204,0.978757754923353,0.05952275752371044,0
1775601368.055151,0.31174349784851074,-0.01362790446728468,0.2767894518433128,1.330911023939347e-05,0.922631506144376,0.9741398312646622,0.04642775086849413,0
1775601368.68439,0.2874636650085449,-0.004469417035579681,0.27913777873966383,1.0381105986726907e-05,0.9304592624655461,0.9906397284937385,0.041729633073665694,0
1775601369.2948139,0.2804514467716217,-0.012289604172110558,0.27942678570669455,8.097262669646988e-06,0.9314226190223152,0.9988360337487384,0.04115047721794573,0
1775601369.9109833,0.2875294089317322,-0.0035980131942778826,0.2812093628162028,6.315864882324651e-06,0.937364542720676,0.9928883789445343,0.03758443230003554,0
1775601370.5405648,0.25395187735557556,-0.005418711341917515,0.2752127160148648,4.926374608213228e-06,0.9173757200495494,0.9762936866566778,0.04957703115757448,0
1775601371.2897527,0.2855159044265747,-0.01445875782519579,0.27747941746544097,3.842572194406318e-06,0.92493139155147,0.9909701217597067,0.04504308635521522,0
1775601371.917625,0.2731837332248688,-0.01985955238342285,0.2765343669325151,2.9972063116369285e-06,0.9217812231083837,0.9962237565414577,0.04693276473812558,0
1775601372.545191,0.2569892108440399,-0.02994433604180813,0.2722344325930506,-0.006585416108274711,0.907448108643502,0.9668912297263992,0.05882384286803615,0
1775601373.1900458,0.32703840732574463,-0.035520948469638824,0.27834285742257947,-0.012951233227774816,0.9278095247419316,0.9572976133189296,0.04978990176872847,0
1775601373.9079955,0.30166611075401306,-0.029304686933755875,0.28310742878961204,-0.01654899304309065,0.9436914292987069,0.9660609982080244,0.04205963894232121,0
1775601374.5584095,0.2860373854637146,-0.015709709376096725,0.2837520192579146,-0.012908214573610707,0.9458400641930487,0.983818326910568,0.03895006877097615,0
1775601375.2069635,0.2610410749912262,-0.020137056708335876,0.27875561151924316,-0.014498559843250245,0.9291853717308106,0.9700422988092807,0.04973805688313875,0
1775601375.8396628,0.31663474440574646,-0.017781376838684082,0.2834293769850097,-0.011308876677735192,0.9447645899500323,0.9697384659872836,0.038795684368848206,0
1775601376.4898667,0.2774801254272461,-0.01329610962420702,0.2821205416423017,-0.00882092380863345,0.940401805474339,0.9854846690663069,0.04016937861971329,0
1775601377.182679,0.26203298568725586,-0.022454887628555298,0.27770127933219163,-0.011820395849016258,0.9256709311073055,0.9708471955057336,0.050507639260124845,0
1775601377.7951143,0.238912433385849,-0.013653432950377464,0.26916773322399623,-0.00921990876223268,0.8972257774133208,0.9570064832583843,0.06627448793312388,0
1775601378.415225,0.2539103925228119,-0.022212976589798927,0.2658111182697357,-0.012078383684297256,0.886037060899119,0.9751318352312337,0.0744169553026772,0
1775601379.0318365,0.22149057686328888,-0.017612164840102196,0.25606059916031737,-0.00942113927375186,0.8535353305343912,0.9521552927134637,0.09258937131624118,0
1775601379.6451213,0.25159865617752075,-0.016286160796880722,0.2550789717041021,-0.007348488633526451,0.8502632390136737,0.9883226601780193,0.09351630090855897,0
1775601380.2874088,0.3096640706062317,-0.014139723964035511,0.26496159792919965,-0.005731821134150632,0.8832053264306655,0.9553956315008671,0.072942714708676,0
1775601380.8974686,0.31380635499954224,-0.017779788002371788,0.27267004638477577,-0.004470820484637494,0.9089001546159192,0.9650347138740839,0.056895317472767215,0
1775601381.5549147,0.2665029764175415,-0.011939309537410736,0.27131329099198426,-0.0034872399780172454,0.9043776366399475,0.9909038202676033,0.059117038005040104,0
1775601382.1704223,0.25540220737457275,-0.013270944356918335,0.2678128525961537,-0.0027200471828534513,0.8927095086538458,0.98324577685705,0.06573431839911925,0
1775601382.7805355,0.2663341462612152,-0.008880099281668663,0.26748753720246726,-0.002121636802625692,0.8916251240082242,0.9964474246446857,0.0660857439963783,0
1775601383.3976448,0.2734825611114502,-0.0055909655056893826,0.2688064424624435,-0.00165487670604804,0.8960214748748118,0.9929881191744991,0.06321455342813696,0
1775601384.011703,0.2725459933280945,-0.017837706953287125,0.26962914365288676,-0.0012908038307174712,0.8987638121762892,0.9953465087706116,0.061387114609585215,0
1775601384.62244,0.255735844373703,-0.015488892793655396,0.26657261781146635,-0.0010068269879596277,0.8885753927048878,0.9867905502330857,0.0673581778710471,0
1775601385.2688255,0.25983044505119324,-0.010234520770609379,0.2650893398042063,-0.0007853250506085096,0.8836311326806877,0.9932540781522101,0.07021398291689163,0
1775601385.9322252,0.2922741174697876,-0.008532270789146423,0.2710699908906342,-0.0006125535394746375,0.9035666363021141,0.975725068719205,0.05816629498846886,0
1775601386.5413277,0.2944183051586151,-0.01399290282279253,0.27620662002959,-0.0004777917607902173,0.9206887334319668,0.979165171680298,0.04782565582121504,0
1775601387.1591542,0.3256278932094574,-0.008744874969124794,0.28144116362308025,-0.00037267757341636953,0.9381372120769342,0.9788912341652999,0.037304011540547646,0
1775601387.8289337,0.2985881268978119,-0.008348558098077774,0.2852134955435212,-0.00029068850726476827,0.9507116518117374,0.9847193029291665,0.029718353166589915,0
1775601388.4654899,0.2996518611907959,-0.013223154470324516,0.28838993598592166,-0.00022673703566651927,0.9612997866197389,0.9871364190626606,0.023333496545989908,0
1775601389.0956898,0.3417646586894989,-0.01782715693116188,0.2909441500690189,-0.00017685488781988504,0.9698138335633965,0.989648897177606,0.018200127305872067,0
1775601389.701484,0.3348524570465088,-0.014552054926753044,0.29293643705383476,-0.00013794681249951034,0.9764547901794493,0.991916907807692,0.014196099298580206,0
1775601390.308023,0.34841078519821167,-0.009776717983186245,0.2944904209019911,-0.00010759851374961807,0.9816347363399704,0.9936895637183867,0.01107295745289254,0
1775601390.9231572,0.3254871964454651,-0.006865478120744228,0.2957025283035531,-8.392684072470209e-05,0.985675094345177,0.9950744342076373,0.008636906813256169,0
1775601391.5301135,0.3139668107032776,-0.0059674810618162155,0.2966479720767714,-6.546293576526763e-05,0.9888265735892381,0.9961559728901035,0.00673678731433978,0
